Score,Filename
0.9888230478391051,1.jpeg
0.9820367712527514,2.jpeg
0.9774502106010914,12.jpeg
0.8986210227012634,8.jpeg
0.8983630165457726,3.jpeg
0.8956382125616074,4.jpeg
0.8826132789254189,7.jpeg
0.8378393799066544,9.jpeg
0.8369772434234619,6.jpeg
0.7394949495792389,14.jpeg
0.7324634492397308,10.jpeg
0.7014049589633942,5.jpeg
0.6780790090560913,11.jpeg
0.649604469537735,13.jpeg
